Title,Link,Authors,Year,Cited,
Pengaruh cara skarifikasi dalam pematahan dormansi pada viabilitas benih saga manis (Abrus precatorius [L.]),https://scholar.google.com/scholar?q=+intitle:'Pengaruh cara skarifikasi dalam pematahan dormansi pada viabilitas benih saga manis (Abrus precatorius [L.])',"Authors : Y Nurmiaty, E Ermawati, VW Purnamasari",2014,12 cited,Life on Land (Ekosistem Daratan)
Pengaruh Aplikasi Asam Humat dan Pemupukan Fosfor terhadap Serapan Unsur Hara P dan K Tanaman Tomat (Lycopersicum esculentum),https://scholar.google.com/scholar?q=+intitle:'Pengaruh Aplikasi Asam Humat dan Pemupukan Fosfor terhadap Serapan Unsur Hara P dan K Tanaman Tomat (Lycopersicum esculentum)',"Authors : D Maulana, S Sarno, Y Nurmiaty",2014,4 cited,Zero Hunger (Tanpa Kelaparan)
PENGARUH PARITAS TERHADAP PERSENTASE ESTRUS DAN KEBUNTINGAN SAPI PERANAKAN ONGOLE YANG DISINKRONISASI ESTRUS MENGGUNAKAN prostaglandin F2α (PGF2α),https://scholar.google.com/scholar?q=+intitle:'PENGARUH PARITAS TERHADAP PERSENTASE ESTRUS DAN KEBUNTINGAN SAPI PERANAKAN ONGOLE YANG DISINKRONISASI ESTRUS MENGGUNAKA...',"Authors : AN Putri, S Suharyati, PE Santosa",2014,0 cited,Zero Hunger (Tanpa Kelaparan)
Pengaruh pemberian kunyit dan temulawak melalui air minum terhadap gambaran darah pada broiler,https://scholar.google.com/scholar?q=+intitle:'Pengaruh pemberian kunyit dan temulawak melalui air minum terhadap gambaran darah pada broiler',"Authors : N Fahrurozi, S Tantalo, PE Santosa",2014,23 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh Suhu dan Lama Thawing di Dataran Tinggi Terhadap Kualitas Semen Beku Sapi Brahman,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Suhu dan Lama Thawing di Dataran Tinggi Terhadap Kualitas Semen Beku Sapi Brahman',"Authors : SP Ningrum, M Hartono, PE Santosa",2014,2 cited,Zero Hunger (Tanpa Kelaparan)
RESPON KECEPATAN TIMBILNYA ESTRUS DAN LAMA ESTRUS PADA BERBAGAI PARITAS SAPI PERANAKAN ONGOLE (PO) SETELAH DUA KALI PENYUNTI...,https://scholar.google.com/scholar?q=+intitle:'RESPON KECEPATAN TIMBILNYA ESTRUS DAN LAMA ESTRUS PADA BERBAGAI PARITAS SAPI PERANAKAN ONGOLE (PO) SETELAH DUA KALI PENYUNTI...',"Authors : SM Irmaylin, M Hartono, PE Santosa",2014,1 cited,Zero Hunger (Tanpa Kelaparan)
Pengaruh suhu dan lama thawing di dataran rendah terhadap kualitas semen beku sapi Simmental,https://scholar.google.com/scholar?q=+intitle:'Pengaruh suhu dan lama thawing di dataran rendah terhadap kualitas semen beku sapi Simmental',"Authors : N Aprilina, S Suharyati, PE Santosa",2014,16 cited,Zero Hunger (Tanpa Kelaparan)
Respon fisiologis kambing boerawa jantan fase pascasapih di dataran rendah dan dataran tinggi,https://scholar.google.com/scholar?q=+intitle:'Respon fisiologis kambing boerawa jantan fase pascasapih di dataran rendah dan dataran tinggi',"Authors : H Pramono, S Suharyati, PE Santosa",2014,8 cited,Life on Land (Ekosistem Daratan)
Profil Titer Antibodi Avian Influenza (AI) Dan Newcastle Disease (ND) Pada Itik Pejantan Di Kecamatan Gadingrejo Kabupaten Pringsewu,https://scholar.google.com/scholar?q=+intitle:'Profil Titer Antibodi Avian Influenza (AI) Dan Newcastle Disease (ND) Pada Itik Pejantan Di Kecamatan Gadingrejo Kabupaten Pringsewu',"Authors : GA Anggraini, PE Santosa, S Suharyati",2014,4 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"Pengaruh pemberian kunyit dan temulawak melalui air minum terhadap titer antibody AI, IBD, dan ND pada Broiler","https://scholar.google.com/scholar?q=+intitle:'Pengaruh pemberian kunyit dan temulawak melalui air minum terhadap titer antibody AI, IBD, dan ND pada Broiler'","Authors : DR Nurkholis, S Tantalo, PE Santosa",2014,24 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh berbagai jenis bahan litter terhadap respon fisiologis broiler fase finisher di closed house,https://scholar.google.com/scholar?q=+intitle:'Pengaruh berbagai jenis bahan litter terhadap respon fisiologis broiler fase finisher di closed house',"Authors : AC Dewanti, PE Santosa, K Nova",2014,22 cited,Zero Hunger (Tanpa Kelaparan)
"Pengaruh cara pemberian vaksin nd live pada broiler terhadap titer antibodi, jumlah sel darah merah dan sel darah putih","https://scholar.google.com/scholar?q=+intitle:'Pengaruh cara pemberian vaksin nd live pada broiler terhadap titer antibodi, jumlah sel darah merah dan sel darah putih'","Authors : B Saputro, PE Santosa, T Kurtini",2014,33 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
PROFIL TITER ANTIBODI Newcastle Disease (ND) dan Avian Influenza (AI) PADA ITIK PETELUR FASE STARTER DI KECAMATAN GADINGREJO KABUPATEN P...,https://scholar.google.com/scholar?q=+intitle:'PROFIL TITER ANTIBODI Newcastle Disease (ND) dan Avian Influenza (AI) PADA ITIK PETELUR FASE STARTER DI KECAMATAN GADINGREJO KABUPATEN P...',"Authors : MF Numay, PE Santosa",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
PROFIL TITER ANTIBODI Newcastle Disease (ND) dan Avian Influenza (AI) PADA ITIK PETELUR FASE GROWER DI KECAMATAN GADINGREJO KABUPATEN P...,https://scholar.google.com/scholar?q=+intitle:'PROFIL TITER ANTIBODI Newcastle Disease (ND) dan Avian Influenza (AI) PADA ITIK PETELUR FASE GROWER DI KECAMATAN GADINGREJO KABUPATEN P...',"Authors : N Yusmariza, PE Santosa",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh paritas terhadap persentase estrus dan kebuntingan sapi peranakan ongole yang disinkronisasi estrus menggunakan prostaglandin F2α (PGF2α),https://scholar.google.com/scholar?q=+intitle:'Pengaruh paritas terhadap persentase estrus dan kebuntingan sapi peranakan ongole yang disinkronisasi estrus menggunakan prostaglandin F2α (PGF2α)',"Authors : AN Putri, S Suharyati, PE Santosa",2014,4 cited,Zero Hunger (Tanpa Kelaparan)
Profil Titer Antibodi Newcastle Disease (Nd) Dan Avian Influenza (Ai) Pada Itik Petelur Fase Starter Di Kecamatan Gadingrejo Kabupaten Pringsewu,https://scholar.google.com/scholar?q=+intitle:'Profil Titer Antibodi Newcastle Disease (Nd) Dan Avian Influenza (Ai) Pada Itik Petelur Fase Starter Di Kecamatan Gadingrejo Kabupaten Pringsewu',"Authors : MF Numay, PE Santosa",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Profil Titer Antibodi Newcastle Disease (Nd) Dan Avian Influenza (Ai) Pada Itik Petelur Fase Grower Di Kecamatan Gadingrejo Kabupaten Pringsewu,https://scholar.google.com/scholar?q=+intitle:'Profil Titer Antibodi Newcastle Disease (Nd) Dan Avian Influenza (Ai) Pada Itik Petelur Fase Grower Di Kecamatan Gadingrejo Kabupaten Pringsewu',"Authors : N Yusmariza, PE Santosa",2014,2 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh Pemupukan Urea dan Teknik Defoliasi pada Produksi Jagung (Zea mays L.) Varietas Pioneer 27,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemupukan Urea dan Teknik Defoliasi pada Produksi Jagung (Zea mays L.) Varietas Pioneer 27',"Authors : A Affandi, H Hamim, N Nurmauli",2014,12 cited,Zero Hunger (Tanpa Kelaparan)
Analisis USAhatani dan Pemasaran Jamur Tiram dengan Cara Konvensional dan Jaringan (Multi Level Marketing) di Provinsi Lampung,https://scholar.google.com/scholar?q=+intitle:'Analisis USAhatani dan Pemasaran Jamur Tiram dengan Cara Konvensional dan Jaringan (Multi Level Marketing) di Provinsi Lampung',"Authors : R Candra, S Situmorang",2014,4 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Efisiensi pemasaran produk duku lampung melalui pendekatan serba fungsi di Kabupaten Lampung Selatan,https://scholar.google.com/scholar?q=+intitle:'Efisiensi pemasaran produk duku lampung melalui pendekatan serba fungsi di Kabupaten Lampung Selatan',"Authors : F Ramadinata, AI Hasyim, S Situmorang",2014,12 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Analisis Posisi dan Tingkat Ketergantungan Impor Gula Kristal Putih dan Gula Kristal Rafinasi Indonesia di Pasar Internasional,https://scholar.google.com/scholar?q=+intitle:'Analisis Posisi dan Tingkat Ketergantungan Impor Gula Kristal Putih dan Gula Kristal Rafinasi Indonesia di Pasar Internasional',"Authors : H Pujitiasih, B Arifin, S Situmorang",2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Pemanfaatan Kohonen SOM Satu Dimensi Untuk Pengklasteran Data Kuesioner Calon Mahasiswa Di Surabaya,https://scholar.google.com/scholar?q=+intitle:'Pemanfaatan Kohonen SOM Satu Dimensi Untuk Pengklasteran Data Kuesioner Calon Mahasiswa Di Surabaya',"Authors : SN Ghozali, K Setiawan",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh Penambahan Konsentrat dengan Kadar Protein Kasar yang Berbeda pada Ransum Basal terhadap Kecernaan Bahan Kering dan Kecernaan Bahan Organik Kambing Boerawa Pasca Sapih,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Penambahan Konsentrat dengan Kadar Protein Kasar yang Berbeda pada Ransum Basal terhadap Kecernaan Bahan Kering dan Kecernaan Bahan Organik Kambing Boerawa Pasca Sapih',"Authors : MN Kundau, S Tantalo",2014,0 cited,Zero Hunger (Tanpa Kelaparan)
Survei Sifat Fisik dan Kandungan Nutrien Onggok terhadap Metode Pengeringan yang Berbeda di Dua Kabupaten Provinsi Lampung,https://scholar.google.com/scholar?q=+intitle:'Survei Sifat Fisik dan Kandungan Nutrien Onggok terhadap Metode Pengeringan yang Berbeda di Dua Kabupaten Provinsi Lampung',"Authors : IN Ari, S Tantalo",2014,0 cited,Zero Hunger (Tanpa Kelaparan)
Survei Populasi Kapang dan Kadar Hcn pada Onggok dengan Proses Pengeringan yang Berbeda di Propinsi Lampung,https://scholar.google.com/scholar?q=+intitle:'Survei Populasi Kapang dan Kadar Hcn pada Onggok dengan Proses Pengeringan yang Berbeda di Propinsi Lampung',"Authors : FA Afrian, S Tantalo",2014,0 cited,Zero Hunger (Tanpa Kelaparan)
PENGARUH PEMBERIAN KUNYIT DAN TEMULAWAK MELALUI AIR MINUM TERHADAP RESPON FISIOLOGIS BROILER,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PEMBERIAN KUNYIT DAN TEMULAWAK MELALUI AIR MINUM TERHADAP RESPON FISIOLOGIS BROILER',Authors : S Tantalo,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
PRODUKSI BIOETANOL DARI KULIT PISANG MELALUI HIDROLISIS ASAM SULFAT [The Production of Bioetanol from Banana Peel Trough Sulphuric Acid Hidrolis...,https://scholar.google.com/scholar?q=+intitle:'PRODUKSI BIOETANOL DARI KULIT PISANG MELALUI HIDROLISIS ASAM SULFAT [The Production of Bioetanol from Banana Peel Trough Sulphuric Acid Hidrolis...',"Authors : A Sukowati, S Sutikno: Rizal",2014,0 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Effect of alkali pretreatment and enzymatic saccharification on bagasse reducing sugar for bioethanol production,https://scholar.google.com/scholar?q=+intitle:'Effect of alkali pretreatment and enzymatic saccharification on bagasse reducing sugar for bioethanol production',Authors : GH Preanger,2014,1 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Service Delivered on New Transit System from users viewpoint (case study: TransJogja and TransMusi-Indonesia)-,https://scholar.google.com/scholar?q=+intitle:'Service Delivered on New Transit System from users viewpoint (case study: TransJogja and TransMusi-Indonesia)-',"Authors : A Purba, F Nakamura, S Tanaka",2014,6 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Comparison of Affordability Indices and Urban Bus Subsidies in Medium-Sized CITY—CASE Study: Jogjakarta and PALEMBANG—,https://scholar.google.com/scholar?q=+intitle:'Comparison of Affordability Indices and Urban Bus Subsidies in Medium-Sized CITY—CASE Study: Jogjakarta and PALEMBANG—',"Authors : A Purba, F Nakamura, S Tanaka, R Wang",2014,1 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
Respon fisiologis ayam jantan tipe medium di kandang panggung dengan kepadatan berbeda,https://scholar.google.com/scholar?q=+intitle:'Respon fisiologis ayam jantan tipe medium di kandang panggung dengan kepadatan berbeda',"Authors : T Yunike, S Suharyati, K Nova",2014,6 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Respon fisiologis ayam petelur fase grower pada kepadatan kandang yang berbeda,https://scholar.google.com/scholar?q=+intitle:'Respon fisiologis ayam petelur fase grower pada kepadatan kandang yang berbeda',"Authors : R Imelda, S Suharyati, V Wanniatie",2014,4 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Kualitas semen beku Sapi Bali dengan penambahan berbagai dosis vitamin C pada bahan pengencer skim kuning telur,https://scholar.google.com/scholar?q=+intitle:'Kualitas semen beku Sapi Bali dengan penambahan berbagai dosis vitamin C pada bahan pengencer skim kuning telur',"Authors : FK Savitri, S Suharyati",2014,46 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Life on Land (Ekosistem Daratan)
Pengaruh penambahan berbagai sumber karbohidrat pada pengencer skim kuning telur terhadap kualitas semen beku sapi Bali,https://scholar.google.com/scholar?q=+intitle:'Pengaruh penambahan berbagai sumber karbohidrat pada pengencer skim kuning telur terhadap kualitas semen beku sapi Bali',"Authors : A Mukminat, S Suharyati",2014,20 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Life on Land (Ekosistem Daratan)
"Grain yield and, nutrient and starch content of sorghum (Sorghum bicolor (L.) Moench) genotypes as affected by date of intercropping with cassava in Lampung, Indo...","https://scholar.google.com/scholar?q=+intitle:'Grain yield and, nutrient and starch content of sorghum (Sorghum bicolor (L.) Moench) genotypes as affected by date of intercropping with cassava in Lampung, Indo...'","Authors : M Kamal, MS Hadi, E Hariyanto",2014,3 cited,Zero Hunger (Tanpa Kelaparan)
Kajian Mutu Dan Keamanan Pangan Buah Dan Sayur Segar Untuk Mendukung Pembangunan Ketahanan Pangan Propinsi Lampung,https://scholar.google.com/scholar?q=+intitle:'Kajian Mutu Dan Keamanan Pangan Buah Dan Sayur Segar Untuk Mendukung Pembangunan Ketahanan Pangan Propinsi Lampung',"Authors : S Asmara, K Kusnardi, I Rachmawati",2014,1 cited,Zero Hunger (Tanpa Kelaparan)
PENYUSUNAN DRAFT STANDARD OPERATING PROCEDURE (SOP) PEMBUATAN GULA MERAH KELAPA (STUDI KASUS DI PENGRAJIN GULA MERAH KELA...,https://scholar.google.com/scholar?q=+intitle:'PENYUSUNAN DRAFT STANDARD OPERATING PROCEDURE (SOP) PEMBUATAN GULA MERAH KELAPA (STUDI KASUS DI PENGRAJIN GULA MERAH KELA...',"Authors : Y Muchaymien, A Rangga, F Nuraini",2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
OPTIMASI PELAPISAN KITOSAN UNTUK MENINGKATKAN MASA SIMPAN PRODUK BUAH-BUAHAN SEGAR POTONG,https://scholar.google.com/scholar?q=+intitle:'OPTIMASI PELAPISAN KITOSAN UNTUK MENINGKATKAN MASA SIMPAN PRODUK BUAH-BUAHAN SEGAR POTONG',"Authors : T Hanum, A Rangga",2014,1 cited,Zero Hunger (Tanpa Kelaparan)
EVALUASI MUTU DAN ANALISIS USAHA SUSU KEDELAI (Glicine max L. Merr) KEMASAN PLASTIK DI BANDAR LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'EVALUASI MUTU DAN ANALISIS USAHA SUSU KEDELAI (Glicine max L. Merr) KEMASAN PLASTIK DI BANDAR LAMPUNG',"Authors : N Prayuga, T Hanum, A Rangga",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Rancangbangun aktuator pengendali iklim mikro di dalam greenhouse untuk pertumbuhan tanaman sawi (Brassica rapa var. parachinensis L.),https://scholar.google.com/scholar?q=+intitle:'Rancangbangun aktuator pengendali iklim mikro di dalam greenhouse untuk pertumbuhan tanaman sawi (Brassica rapa var. parachinensis L.)',"Authors : M Telaumbanua, B Purwantana, L Sutiarso",2014,53 cited,Zero Hunger (Tanpa Kelaparan)
Pengaruh lama penyimpanan terhadap kualitas internal telur ayam ras pada fase produksi pertama,https://scholar.google.com/scholar?q=+intitle:'Pengaruh lama penyimpanan terhadap kualitas internal telur ayam ras pada fase produksi pertama',"Authors : I Nova, T Kurtini, V Wanniatie",2014,71 cited,Zero Hunger (Tanpa Kelaparan)
Komunikasi Pemerintahan Daerah Berbasis Kearifan Lokal,https://scholar.google.com/scholar?q=+intitle:'Komunikasi Pemerintahan Daerah Berbasis Kearifan Lokal',Authors : AC Wardhani,2014,3 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Komunikasi Politik Kepala Daerah,https://scholar.google.com/scholar?q=+intitle:'Komunikasi Politik Kepala Daerah',Authors : AC Wardhani,2014,4 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
KOMUNIKASI PEMIMPIN DAERAH,https://scholar.google.com/scholar?q=+intitle:'KOMUNIKASI PEMIMPIN DAERAH',Authors : AC Wardhani,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
MEMBANGUN BUDAYA PERUSAHAAN YANG KUAT DENGAN BASIS KEARIFAN LOKAL,https://scholar.google.com/scholar?q=+intitle:'MEMBANGUN BUDAYA PERUSAHAAN YANG KUAT DENGAN BASIS KEARIFAN LOKAL',Authors : AC Wardhani,2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Urgensi Komunikasi Bencana Dalam Mempersiapkan Warga Di Daerah Rawan Bencana,https://scholar.google.com/scholar?q=+intitle:'Urgensi Komunikasi Bencana Dalam Mempersiapkan Warga Di Daerah Rawan Bencana',Authors : AC Wardhani,2014,3 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
Strategi Komunikasi Pemasaran Daerah,https://scholar.google.com/scholar?q=+intitle:'Strategi Komunikasi Pemasaran Daerah',Authors : AC Wardhani,2014,1 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
local autonomy and inter sector performance based governance in lampung province,https://scholar.google.com/scholar?q=+intitle:'local autonomy and inter sector performance based governance in lampung province',Authors : A Darmastuti,2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Public Relation Practices In The Web 3.0,https://scholar.google.com/scholar?q=+intitle:'Public Relation Practices In The Web 3.0',Authors : A Windah,2014,2 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
PERILAKU WARGA BINAAN PEMASYARAKATAN DALAM PENCEGAHAN HIV/AIDS DI LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS II AKOTA BANDAR L...,https://scholar.google.com/scholar?q=+intitle:'PERILAKU WARGA BINAAN PEMASYARAKATAN DALAM PENCEGAHAN HIV/AIDS DI LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS II AKOTA BANDAR L...',Authors : DWI HANDAYANI,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Perilaku Warga Binaan Pemasyarakatan Dalam Pencegahan Hiv/Aids Di Lembaga Pemasyarakatan Narkotika Kelas Ii Akota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Perilaku Warga Binaan Pemasyarakatan Dalam Pencegahan Hiv/Aids Di Lembaga Pemasyarakatan Narkotika Kelas Ii Akota Bandar Lampung',Authors : D Handayani,2014,6 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
PENGGUNAAN METODE BERCERITA MELALUI MEDIA GAMBAR SERI UNTUK MENINGKATKAN KEMAMPUAN BERBICARA PADA SISWA KELOMPOK A DI TAMAN KANAK-KANAK DARUSSALAM DRIYOREJO GRESIK,https://scholar.google.com/scholar?q=+intitle:'PENGGUNAAN METODE BERCERITA MELALUI MEDIA GAMBAR SERI UNTUK MENINGKATKAN KEMAMPUAN BERBICARA PADA SISWA KELOMPOK A DI TAMAN KANAK-KANAK DARUSSALAM DRIYOREJO GRESIK',"Authors : D Handayani, M Reza",2014,0 cited,Quality Education (Pendidikan Berkualitas)
